time,KE,dt
0.0058599999999999,13708991387.731,2.6440416544961e-05
0.0058699999999999,13745068160.921,2.6440416544961e-05
0.0058799999999999,13781109398.346,2.3949208032995e-05
0.0058899999999999,13817114993.374,2.6440416544961e-05
0.0058999999999999,13853084732.459,2.6440416544961e-05
0.0059099999999999,13889018290.98,2.6440416544961e-05
0.0059199999999999,13924915231.362,2.6440416544961e-05
0.0059299999999999,13960775003.77,2.6440416544961e-05
0.0059399999999999,13996596949.647,2.6440416544961e-05
0.0059499999999999,14032380308.04,2.6440416544961e-05
0.0059599999999999,14068124224.839,2.5025576933149e-05
0.0059699999999999,14103827764.687,2.6440416544961e-05
0.0059799999999999,14139489925.263,2.5025576933147e-05
0.0059899999999999,14175109653.589,2.6440416544961e-05
0.0059999999999999,14210685863.815,2.6440416544959e-05
0.0060099999999999,14246217455.905,2.6440416544961e-05
0.0060199999999999,14281703334.652,2.6440416544961e-05
0.0060299999999999,14317142428.316,2.6440416544961e-05
0.0060399999999999,14352533706.251,2.5025576933171e-05
0.0060499999999999,14387876194.932,2.644041654496e-05
0.0060599999999999,14423168991.798,2.6440416544961e-05
0.0060699999999999,14458411276.593,2.5025576933332e-05
0.0060799999999999,14493602319.894,2.6440416544961e-05
0.0060899999999999,14528741488.652,2.5025576933353e-05
0.0060999999999999,14563828248.561,2.6440416544961e-05
0.0061099999999999,14598862163.649,2.6440416544962e-05
0.0061199999999999,14633842892.999,2.4134699879744e-05
0.0061299999999999,14668770185.005,2.6440416544962e-05
0.0061399999999999,14703643869.824,2.6440416544961e-05
0.0061499999999999,14738463850.255,2.0750428473671e-05
0.0061599999999999,14773230091.45,2.6440416544961e-05
0.0061699999999999,14807942610.305,2.6440416544961e-05
0.0061799999999999,14842601464.799,2.5025576933168e-05
0.0061899999999999,14877206743.541,2.5025576933353e-05
0.0061999999999999,14911758555.904,2.6440416544961e-05
0.0062099999999999,14946257022.964,2.6440416544962e-05
0.0062199999999999,14980702269.421,2.6440416544961e-05
0.0062299999999999,15015094416.599,2.6440416544961e-05
0.0062399999999999,15049433576.554,2.6440416544961e-05
0.0062499999999999,15083719847.215,2.6440416544961e-05
0.0062599999999999,15117953308.426,2.6440416544961e-05
0.0062699999999999,15152134018.696,2.6440416544961e-05
0.0062799999999999,15186262012.45,2.6440416544961e-05
0.0062899999999999,15220337297.606,2.6440416544952e-05
0.0062999999999999,15254359853.304,2.6440416544962e-05
0.0063099999999999,15288329627.697,2.5025576933311e-05
0.0063199999999999,15322246535.751,2.6440416544961e-05
0.0063299999999999,15356110457.047,2.6440416544961e-05
0.0063399999999999,15389921233.607,2.6440416544961e-05
0.0063499999999999,15423678667.824,2.6440416544961e-05
0.0063599999999999,15457382520.555,2.5025576933333e-05
0.0063699999999999,15491032509.52,2.6440416544961e-05
0.0063799999999999,15524628308.105,2.6440416544961e-05
0.0063899999999999,15558169544.76,2.6440416544961e-05
0.0063999999999999,15591655803.129,2.6440416544961e-05
0.0064099999999999,15625086623.069,2.6440416544962e-05
0.0064199999999999,15658461502.691,2.6440416544961e-05
0.0064299999999999,15691779901.484,2.6440416544961e-05
0.0064399999999999,15725041244.551,2.6440416544961e-05
0.0064499999999999,15758244927.914,2.6440416544961e-05
